id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi,birth_order,total_siblings,sibling_data_count
24027,Q37278,24027,Pope_John_Paul_I,Pope John Paul I,RELIGIOUS FIGURE,0.0,M,,False,110,32.03954409076147,Canale d'Agordo,46.35,11.91666667,1681797.0,Italy,1912-10-17,1912.0,Apostolic Palace,41.90361111,12.45638889,313895.0,Vatican City,1978-09-28,1978.0,canale-dagordo,apostolic-palace,False,11.673173362747756,66.0,5870712,3.566480551167666,89.796278,1,2,1
44324,Q1434,44324,Commodus,Commodus,POLITICIAN,0.0,M,,False,79,32.0384516960605,Lanuvium,41.674696,12.69758,657960.0,Italy,0161-08-31,161.0,Rome,41.89333333,12.48277778,25458.0,Italy,0192-12-31,192.0,lanuvium,rome,False,16.69411873643385,31.0,1318723,2.473473715323032,89.793216,5,8,7
12153654,Q9682,12153654,Elizabeth_II,Elizabeth II,NOBLEMAN,0.0,F,royalfamily,False,208,32.0133595945685,Mayfair,51.51,-0.147,94167.0,United Kingdom,1926-04-21,1926.0,Balmoral Castle,57.04083333,-3.23,4644.0,United Kingdom,2022-09-08,2022.0,mayfair,balmoral-castle,False,10.370577049640342,96.0,4338557,6.940630154042076,89.722891,1,2,1
46721,Q20875,46721,Edward_VII,Edward VII,NOBLEMAN,0.0,M,,False,96,31.99926479356801,Buckingham Palace,51.50083333,-0.14194444,3969.0,United Kingdom,1841-11-09,1841.0,Buckingham Palace,51.50083333,-0.14194444,3969.0,United Kingdom,1910-05-06,1910.0,buckingham-palace,buckingham-palace,False,20.16083698684764,69.0,1185747,2.4219669521561102,89.683388,2,9,8
10245,Q83229,10245,Edward_VI_of_England,Edward VI of England,POLITICIAN,0.0,M,,False,83,31.993183566870297,Hampton Court Palace,51.40333333,-0.3375,52947.0,United Kingdom,1537-10-12,1537.0,Palace of Placentia,51.48222222,-0.00666667,340025.0,United Kingdom,1553-07-06,1553.0,hampton-court-palace,palace-of-placentia,False,20.20456733872408,16.0,734369,2.2897682075345105,89.666344,9,9,8
10858,Q905,10858,Franz_Kafka,Franz Kafka,WRITER,0.0,M,,False,171,31.97789488476227,Prague,50.0875,14.42138889,23844.0,Czechia,1883-07-03,1883.0,Klosterneuburg,48.30416667,16.31666667,1210224.0,Austria,1924-06-03,1924.0,prague,klosterneuburg,False,14.481648130342409,41.0,1773701,5.026123812682815,89.623495,1,4,3
153029,Q150782,153029,Empress_Elisabeth_of_Austria,Empress Elisabeth of Austria,COMPANION,0.0,F,,False,72,31.972906913890423,Munich,48.1375,11.575,19058.0,Germany,1837-12-24,1837.0,Geneva,46.20166667,6.14694444,12521.0,Switzerland,1898-09-10,1898.0,munich,geneva,False,12.331649638433142,61.0,6431011,2.8826219038151977,89.609516,3,8,7
42146,Q535,42146,Victor_Hugo,Victor Hugo,WRITER,0.0,M,,False,179,31.94239611734196,Besançon,47.24,6.02,86918.0,France,1802-02-26,1802.0,French Third Republic,48.87027778,2.31638889,227177.0,France,1885-05-22,1885.0,besancon,french-third-republic,False,13.412213091038923,83.0,1353705,5.173309986610092,89.524004,3,3,2
2402,Q5580,2402,Albrecht_Dürer,Albrecht Dürer,PAINTER,0.0,M,,False,158,31.94025544071439,Nuremberg,49.45388889,11.0775,21287.0,Germany,1471-05-21,1471.0,Nuremberg,49.45388889,11.0775,21287.0,Germany,1528-04-06,1528.0,nuremberg,nuremberg,False,17.161090193414672,57.0,500569,4.378108335809451,89.518004,1,3,2
54520372,Q6109517,54520372,Pope_Leo_XIV,Pope Leo XIV,RELIGIOUS FIGURE,,M,drprevost,True,143,31.939924535337788,Chicago,41.88194444,-87.62777778,6886.0,United States,1955-09-14,1955.0,,,,,,,,chicago,,False,7.346904667477284,70.0,12696097,1.1569295969528808,89.517077,2,2,1
19046,Q34503,19046,Mehmed_the_Conqueror,Mehmed the Conqueror,POLITICIAN,0.0,M,,False,106,31.92983908000064,Edirne,41.67694444,26.55555556,216887.0,Türkiye,1432-03-30,1432.0,Gebze,40.8,29.43333333,2179143.0,Türkiye,1481-05-03,1481.0,edirne,gebze,False,12.246633309491877,49.0,2008617,4.06897192288064,89.488811,2,2,1
24503,Q7315,24503,Pyotr_Ilyich_Tchaikovsky,Pyotr Ilyich Tchaikovsky,COMPOSER,0.0,M,,False,155,31.893854720678767,Votkinsk,57.05,54.0,417263.0,Russia,1840-04-25,1840.0,Saint Petersburg,59.9375,30.30861111,24320051.0,Russia,1893-10-25,1893.0,votkinsk,saint-petersburg,False,15.384976234091727,53.0,1357097,4.6941994594077805,89.387958,1,5,4
15600,Q6882,15600,James_Joyce,James Joyce,WRITER,0.0,M,,False,155,31.891859153099773,Rathgar,53.31166667,-6.27433333,1049711.0,Ireland,1882-02-02,1882.0,Zürich,47.37444444,8.54111111,40334603.0,Switzerland,1941-01-13,1941.0,rathgar,zurich,False,25.67436672741832,59.0,390314,3.12870678867786,89.382366,1,2,1
405374,Q39619,405374,Ali,Ali,RELIGIOUS FIGURE,0.0,M,,False,122,31.86641071270961,Mecca,21.4225,39.82333333,21021.0,Saudi Arabia,0601-09-15,601.0,Kufa,32.03,44.4,468383.0,Iraq,0661-01-29,661.0,mecca,kufa,False,11.784878040631927,60.0,1668658,4.418004673779577,89.311042,5,5,4
33521,Q35041,33521,William_McKinley,William McKinley,POLITICIAN,0.0,M,,False,124,31.85934915371821,"Niles, Ohio",41.18527778,-80.75722222,129879.0,United States,1843-01-29,1843.0,"Buffalo, New York",42.88638889,-78.87805556,3985.0,United States,1901-09-14,1901.0,niles-ohio,buffalo-new-york,False,19.916156090755575,58.0,764881,2.902723328575598,89.291251,7,9,8
15736,Q8963,15736,Johannes_Kepler,Johannes Kepler,ASTRONOMER,0.0,M,,False,149,31.839892506685175,Weil der Stadt,48.75083333,8.87055556,852374.0,Germany,1571-12-27,1571.0,Regensburg,49.01666667,12.08333333,49117.0,Germany,1630-11-15,1630.0,weil-der-stadt,regensburg,False,18.10154695964109,59.0,477640,4.262610399732767,89.23672,1,2,1
18835362,Q590227,18835362,Edward_VIII,Edward VIII,POLITICIAN,0.0,M,,False,96,31.83869889165786,"White Lodge, Richmond Park",51.4452,-0.2648,5298643.0,United Kingdom,1894-06-23,1894.0,Villa Windsor,48.8742,2.2523,35637431.0,France,1972-05-28,1972.0,white-lodge-richmond-park,villa-windsor,False,19.661987738848303,78.0,1387680,2.477443715404881,89.233375,1,6,5
61404,Q40026,61404,Sylvester_Stallone,Sylvester Stallone,ACTOR,0.0,M,TheSlyStallone,True,107,31.827579090450246,New York City,40.71277778,-74.00611111,645042.0,United States,1946-07-06,1946.0,,,,,,,,new-york-city,,False,17.413079801615837,79.0,2641496,2.8470068290657826,89.20221,1,2,1
162276,Q5588,162276,Frida_Kahlo,Frida Kahlo,PAINTER,0.0,F,FridaKahlo,False,166,31.80255878114365,Mexico City,19.43333333,-99.13333333,18987.0,Mexico,1907-07-06,1907.0,Mexico City,19.43333333,-99.13333333,18987.0,Mexico,1954-07-13,1954.0,mexico-city,mexico-city,False,11.541167082367298,47.0,2728542,4.825223514921308,89.132086,1,2,1
42029,Q127318,42029,George_III_of_the_United_Kingdom,George III of the United Kingdom,POLITICIAN,0.0,M,,False,92,31.794450939067545,Norfolk House,51.50722222,-0.13388889,2495839.0,United Kingdom,1738-06-04,1738.0,Windsor Castle,51.48333333,-0.60416667,4689517.0,United Kingdom,1820-01-29,1820.0,norfolk-house,windsor-castle,False,18.485476076405934,82.0,955869,2.5495746091718874,89.109362,2,13,12
19718837,Q41117,19718837,Kim_Il-sung,Kim Il-sung,POLITICIAN,0.0,M,,False,139,31.79266997433218,Korea under Japanese rule,37.5775,126.97694444,341418.0,South Korea,1912-04-15,1912.0,Hyangsan County,40.0104,126.1837,8076385.0,North Korea,1994-07-08,1994.0,korea-under-japanese-rule,hyangsan-county,False,19.07602318740985,82.0,973202,3.22708337694265,89.104371,1,3,2
7236,Q8413,7236,Constantine_the_Great,Constantine the Great,POLITICIAN,0.0,M,,False,134,31.75711309869506,Niš,43.32083333,21.89583333,249039.0,Serbia,0272-02-27,272.0,Nicomedia,40.7625,29.9175,166592.0,Türkiye,0337-05-22,337.0,nis,nicomedia,False,13.012730044580406,65.0,1138173,4.944371069195083,89.004717,1,6,5
4380457,Q162356,4380457,Lady_Jane_Grey,Lady Jane Grey,NOBLEMAN,0.0,F,,False,77,31.728105272933597,Bradgate Park,52.6917,-1.2214,374808.0,United Kingdom,,1537.0,Tower of London,51.50805556,-0.07611111,31165.0,United Kingdom,1554-02-12,1554.0,bradgate-park,tower-of-london,False,19.483866733794382,17.0,663007,2.1567201508967515,88.923417,1,5,4
19763,Q11820,19763,Martin_Van_Buren,Martin Van Buren,POLITICIAN,0.0,M,,False,130,31.714713489440665,"Kinderhook (village), New York",42.39361111,-73.705,259725.0,United States,1782-12-05,1782.0,"Kinderhook (village), New York",42.39361111,-73.705,259725.0,United States,1862-07-24,1862.0,kinderhook-village-new-york,kinderhook-village-new-york,False,27.01531314628259,80.0,242995,2.654789923890767,88.885885,3,5,4
851,Q23810,851,Alfred_Nobel,Alfred Nobel,CHEMIST,0.0,M,,False,159,31.70448993408465,Stockholm,59.32944444,18.06861111,26741.0,Sweden,1833-10-21,1833.0,Sanremo,43.8175,7.775,245508.0,Italy,1896-12-10,1896.0,stockholm,sanremo,False,19.188517607985258,63.0,612488,4.304704385709609,88.857231,3,4,3
7412236,Q19837,7412236,Steve_Jobs,Steve Jobs,DESIGNER,0.0,M,,False,168,31.699516935912293,San Francisco,37.7775,-122.41638889,49728.0,United States,1955-02-24,1955.0,"Palo Alto, California",37.42916667,-122.13805556,53445.0,United States,2011-10-05,2011.0,san-francisco,palo-alto-california,False,21.351289633214108,56.0,2483741,3.3553405318795138,88.843294,1,2,1
30437,Q12154,30437,Tutankhamun,Tutankhamun,RELIGIOUS FIGURE,0.0,M,,False,109,31.692893373678466,Amarna,27.64527778,30.89638889,79845.0,Egypt,,-1341.0,"Memphis, Egypt",29.84472222,31.25083333,96603.0,Egypt,,-1323.0,amarna,memphis-egypt,False,13.809961556472608,18.0,1174341,4.053953580284112,88.82473,1,9,8
5043192,Q6294,5043192,Hillary_Clinton,Hillary Clinton,POLITICIAN,0.0,F,HillaryClinton,True,143,31.68064104453844,Chicago,41.88194444,-87.62777778,6886.0,United States,1947-10-26,1947.0,,,,,,,,chicago,,False,24.929092099476986,78.0,705150,2.8178836044022346,88.790391,1,3,2
33265,Q8016,33265,Winston_Churchill,Winston Churchill,POLITICIAN,0.0,M,,False,180,31.67003096492323,Blenheim Palace,51.84136267,-1.36094831,142294.0,United Kingdom,1874-11-30,1874.0,Hyde Park Gate,51.50036111,-0.18272222,4023638.0,United Kingdom,1965-01-24,1965.0,blenheim-palace,hyde-park-gate,False,10.557684330097578,91.0,2720756,6.457313613276397,88.760654,1,2,1
19527,Q5816,19527,Mao_Zedong,Mao Zedong,POLITICIAN,0.0,M,,False,181,31.648249011356693,Shaoshan,27.915,112.5267,213296.0,China,1893-12-26,1893.0,Beijing,39.90666667,116.3975,18603746.0,China,1976-09-09,1976.0,shaoshan,beijing,False,11.195037286088072,83.0,2337537,5.850292389143956,88.699607,1,3,2
6548,Q296,6548,Claude_Monet,Claude Monet,PAINTER,0.0,M,,False,131,31.64617537897821,Paris,48.85666667,2.35222222,22989.0,France,1840-11-14,1840.0,Giverny,49.0769,1.53,947131.0,France,1926-12-05,1926.0,paris,giverny,False,16.27225037081849,86.0,1054375,3.7332948500148,88.693795,2,2,1
22416,Q8442,22416,Otto_von_Bismarck,Otto von Bismarck,POLITICIAN,0.0,M,,False,155,31.63668633081732,Schönhausen,52.57861111,12.03972222,10279898.0,Germany,1815-04-01,1815.0,Friedrichsruh,53.52946,10.34034,4143479.0,Germany,1898-07-30,1898.0,schonhausen,friedrichsruh,False,13.808298465997767,83.0,1210848,4.781037912813613,88.6672,2,3,2
46688,Q122553,46688,Charles_II_of_England,Charles II of England,POLITICIAN,0.0,M,,False,84,31.620508483019616,St James's Palace,51.50472222,-0.13777778,347356.0,United Kingdom,1630-05-29,1630.0,Palace of Whitehall,51.50444444,-0.12555556,323722.0,United Kingdom,1685-02-06,1685.0,st-jamess-palace,palace-of-whitehall,False,20.16805290731803,55.0,576739,2.287190631792607,88.621859,1,7,6
19318,Q4616,19318,Marilyn_Monroe,Marilyn Monroe,ACTOR,0.0,F,,False,195,31.60138705970444,Los Angeles,34.05,-118.25,18110.0,United States,1926-06-01,1926.0,"Brentwood, Los Angeles",34.05194444,-118.47444444,345873.0,United States,1962-08-04,1962.0,los-angeles,brentwood-los-angeles,False,11.026725241333486,36.0,2626920,6.304456534895902,88.568268,3,3,2
50614,Q43922,50614,Pope_Leo_XIII,Pope Leo XIII,RELIGIOUS FIGURE,0.0,M,,False,92,31.579374444086405,Rome,41.89333333,12.48277778,25458.0,Italy,1810-03-02,1810.0,Apostolic Palace,41.90361111,12.45638889,313895.0,Vatican City,1903-07-20,1903.0,rome,apostolic-palace,False,9.691605850554728,93.0,4794006,3.5384767912677413,88.506574,3,3,2
50450,Q2677,50450,"Wilhelm_II,_German_Emperor","Wilhelm II, German Emperor",POLITICIAN,0.0,M,,False,107,31.56611288471337,Kronprinzenpalais,52.51722222,13.39694444,36793270.0,Germany,1859-01-27,1859.0,Huis Doorn,52.0314,5.3386,2339769.0,Netherlands,1941-06-04,1941.0,kronprinzenpalais,huis-doorn,False,17.004144497408234,82.0,1194427,3.0868644880726905,88.469406,1,8,7
46684,Q119702,46684,"Anne,_Queen_of_Great_Britain","Anne, Queen of Great Britain",POLITICIAN,0.0,F,,False,86,31.529524217428524,St James's Palace,51.50472222,-0.13777778,347356.0,United Kingdom,1665-02-06,1665.0,Kensington Palace,51.50527778,-0.18833333,391852.0,United Kingdom,1714-08-01,1714.0,st-jamess-palace,kensington-palace,False,19.225549020893663,49.0,633651,2.451820174737088,88.36686,7,27,26
19283178,Q23559,19283178,Benito_Mussolini,Benito Mussolini,POLITICIAN,0.0,M,,False,153,31.52689119124302,Predappio,44.1,11.98333333,5823272.0,Italy,1883-07-29,1883.0,Giulino,45.9825,9.20611111,4015604.0,Italy,1945-04-28,1945.0,predappio,giulino,False,10.001506041564204,62.0,3173196,5.390183467117239,88.359481,1,3,2
10152,Q43499,10152,Erasmus,Erasmus,PHILOSOPHER,0.0,M,,False,101,31.51565349030265,Rotterdam,51.92,4.48,26049.0,Netherlands,1466-10-28,1466.0,Basel,47.55472222,7.59055556,4911.0,Switzerland,1536-07-12,1536.0,rotterdam,basel,False,17.996313150832407,70.0,467862,2.811567534470157,88.327985,2,2,1
15770,Q33977,15770,Jules_Verne,Jules Verne,WRITER,0.0,M,,False,125,31.51167772068123,Nantes,47.2181,-1.5528,67453.0,France,1828-02-08,1828.0,Amiens,49.892,2.299,81830.0,France,1905-03-24,1905.0,nantes,amiens,False,16.020823472342947,77.0,967766,3.620093851479078,88.316842,1,2,1
16094,Q7349,16094,Joseph_Haydn,Joseph Haydn,COMPOSER,0.0,M,,False,130,31.506005861608838,"Rohrau, Austria",48.06666667,16.85833333,1257435.0,Austria,1732-03-31,1732.0,Vienna,48.20833333,16.3725,55866.0,Austria,1809-05-31,1809.0,rohrau-austria,vienna,False,18.11299400961522,77.0,538517,3.729502975880541,88.300946,1,4,3
16550,Q129308,16550,"John,_King_of_England","John, King of England",POLITICIAN,0.0,M,,False,85,31.50352623369951,Beaumont Palace,51.755,-1.2627,2597176.0,United Kingdom,1166-12-24,1166.0,"Newark Castle, Nottinghamshire",53.076298,-0.813549,595890.0,United Kingdom,1216-10-19,1216.0,beaumont-palace,newark-castle-nottinghamshire,False,18.318884289348965,50.0,534571,2.3863217625715225,88.293996,12,13,12
21463370,Q5599,21463370,Peter_Paul_Rubens,Peter Paul Rubens,PAINTER,0.0,M,,False,150,31.501280435063144,Siegen,50.88333333,8.01666667,1069600.0,Germany,1577-06-28,1577.0,Antwerp,51.21777778,4.40027778,32149462.0,Belgium,1640-05-30,1640.0,siegen,antwerp,False,16.339024364830017,63.0,416443,4.264330738410789,88.287702,3,3,2
12598,Q9235,12598,Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,PHILOSOPHER,0.0,M,,False,137,31.494400124420995,Stuttgart,48.7775,9.18,28565.0,Germany,1770-08-27,1770.0,Berlin,52.52,13.405,3354.0,Germany,1831-11-14,1831.0,stuttgart,berlin,False,16.71415164448074,61.0,688995,4.129842487475574,88.268419,1,2,1
146803,Q42838,146803,Leif_Erikson,Leif Erikson,EXPLORER,0.0,M,,False,100,31.487798816228896,Icelandic Commonwealth,65.0,-18.0,382755.0,Iceland,,970.0,Greenland,72.0,-40.0,12118.0,Greenland,,1020.0,icelandic-commonwealth,greenland,False,21.785570621815683,50.0,288215,2.5584239172816403,88.249918,1,4,3
6046,Q1541,6046,Cicero,Cicero,POLITICIAN,0.0,M,,False,131,31.46742317417162,,,,,Italy,0106-01-03 BC,-106.0,Formia,41.2563888889,13.6069444444,6397.0,Italy,0043-12-07 BC,-43.0,,formia,False,12.887783304994828,63.0,842502,4.583920304657125,88.192811,2,2,1
25452,Q1511,25452,Richard_Wagner,Richard Wagner,COMPOSER,0.0,M,,False,158,31.45203524846497,Leipzig,51.34,12.375,17955.0,Germany,1813-05-22,1813.0,Venice,45.4375,12.33583333,32616.0,Italy,1883-02-13,1883.0,leipzig,venice,False,14.715903277095515,70.0,827762,4.6713753063689305,88.149684,5,6,5
26284,Q133028,26284,Richard_III_of_England,Richard III of England,POLITICIAN,0.0,M,,False,78,31.433374944385857,Fotheringhay Castle,52.5243,-0.4362,30864931.0,United Kingdom,1452-10-02,1452.0,Battle of Bosworth Field,52.59111111,-1.41027778,3793.0,United Kingdom,1485-08-22,1485.0,fotheringhay-castle,battle-of-bosworth-field,False,17.489653994298962,33.0,662166,2.4337308803991604,88.097385,8,8,7
21552009,Q4730963,21552009,Aisha,Aisha,COMPANION,0.0,F,,False,96,31.42913643468152,Mecca,21.4225,39.82333333,21021.0,Saudi Arabia,,605.0,Medina,24.47,39.61,36636.0,Saudi Arabia,0678-07-13,678.0,mecca,medina,False,14.600949340314312,73.0,844754,3.2917716987742605,88.085506,5,7,6
24028,Q16975,24028,Pope_Paul_VI,Pope Paul VI,RELIGIOUS FIGURE,0.0,M,,False,108,31.40024708234596,Milan,45.46694444,9.19,36511.0,Italy,1897-09-26,1897.0,Castel Gandolfo,41.74694444,12.65194444,740622.0,Italy,1978-08-06,1978.0,milan,castel-gandolfo,False,11.534553855019093,81.0,3052217,3.618604913078751,88.004539,2,2,1
40501,Q134128,40501,Cnut_the_Great,Cnut the Great,POLITICIAN,0.0,M,,False,74,31.396716301722435,Denmark,56.0,10.0,76972.0,Denmark,,995.0,Shaftesbury,51.0059,-2.1969,208480.0,United Kingdom,1035-11-12,1035.0,denmark,shaftesbury,False,18.917800053542056,40.0,537795,2.1592162613830235,87.994643,4,7,6
46289,Q129165,46289,Xerxes_I,Xerxes I,POLITICIAN,0.0,M,,False,84,31.388957080948607,Iran,32.0,53.0,14653.0,Iran,0519-01-01 BC,-519.0,,,,,Iran,,-475.0,iran,,False,17.498124334840323,44.0,575194,2.5656675595265748,87.972897,1,11,10
30172853,Q40787,30172853,Nicholas_II_of_Russia,Nicholas II of Russia,POLITICIAN,0.0,M,,False,110,31.385925499943045,Alexander Palace,59.721,30.3926,1150105.0,Russia,1868-05-06,1868.0,Ipatiev House,56.84416667,60.60972222,2549653.0,Russia,1918-07-17,1918.0,alexander-palace,ipatiev-house,False,13.87662204136208,50.0,1887540,3.949313124991569,87.9644,1,6,5
16143,Q9353,16143,John_Locke,John Locke,PHILOSOPHER,0.0,M,,False,147,31.378390592386616,Wrington,51.361,-2.763,2305118.0,United Kingdom,1632-08-29,1632.0,High Laver,51.756,0.212,2749265.0,United Kingdom,1704-10-28,1704.0,wrington,high-laver,False,14.040685567694789,72.0,681991,5.0954986206381,87.943282,1,2,1
24953,Q12897,24953,Pelé,Pelé,SOCCER PLAYER,0.0,M,Pele,False,145,31.37345103929556,Três Corações,-21.69472222,-45.25527778,584005.0,Brazil,1940-10-23,1940.0,São Paulo,-23.55,-46.63333333,390875.0,Brazil,2022-12-29,2022.0,tres-coracoes,sao-paulo,False,13.924724431845346,82.0,1824127,4.343393609911769,87.929438,1,2,1
13765,Q66107,13765,Henry_Kissinger,Henry Kissinger,POLITICIAN,0.0,M,,False,104,31.36865259361688,Fürth,49.46666667,11.0,610984.0,Germany,1923-05-27,1923.0,"Kent, Connecticut",41.73166667,-73.4525,84443.0,United States,2023-11-29,2023.0,furth,kent-connecticut,False,20.864741093521246,100.0,777264,2.449780983978827,87.91599,1,2,1
307,Q91,307,Abraham_Lincoln,Abraham Lincoln,POLITICIAN,0.0,M,,False,204,31.35266023619768,Abraham Lincoln Birthplace National Historical Park,37.53138889,-85.73611111,2323857.0,United States,1809-02-12,1809.0,"Washington, D.C.",38.90472222,-77.01638889,108956.0,United States,1865-04-15,1865.0,abraham-lincoln-birthplace-national-historical-park,washington-dc,False,8.722183842152534,56.0,2118601,7.83835758013579,87.871169,2,2,1
974,Q7259,974,Ada_Lovelace,Ada Lovelace,MATHEMATICIAN,0.0,F,,False,111,31.33749692705709,London,51.50722222,-0.1275,17867.0,United Kingdom,1815-12-10,1815.0,Marylebone,51.5177,-0.147,24324929.0,United Kingdom,1852-11-27,1852.0,london,marylebone,False,17.710013699287032,37.0,700044,3.1450983271255097,87.828671,2,3,2
44888,Q7312,44888,Franz_Schubert,Franz Schubert,COMPOSER,0.0,M,,False,137,31.32895615407365,Alsergrund,48.22527778,16.35694444,143720.0,Austria,1797-01-31,1797.0,Vienna,48.20833333,16.3725,55866.0,Austria,1828-11-19,1828.0,alsergrund,vienna,False,16.149255487039085,31.0,643051,3.9164197912399135,87.804734,3,4,3
5243711,Q126188,5243711,James_II_of_England,James II of England,POLITICIAN,0.0,M,,False,78,31.32245561720524,St James's Palace,51.50472222,-0.13777778,347356.0,United Kingdom,1633-10-14,1633.0,Château de Saint-Germain-en-Laye,48.89805556,2.09638889,6227909.0,France,1701-09-16,1701.0,st-jamess-palace,chateau-de-saint-germain-en-laye,False,20.608036402295333,68.0,456192,2.182232081140404,87.786515,4,9,8
23808,Q2604,23808,Pope_Pius_XII,Pope Pius XII,RELIGIOUS FIGURE,0.0,M,,False,102,31.29630119973676,Rome,41.89333333,12.48277778,25458.0,Italy,1876-03-02,1876.0,Castel Gandolfo,41.74694444,12.65194444,740622.0,Italy,1958-10-09,1958.0,rome,castel-gandolfo,False,11.587979100088535,82.0,2588967,3.421006315623972,87.713213,2,2,1
23867,Q125414,23867,Pompey,Pompey,POLITICIAN,0.0,M,,False,87,31.284687020074276,Roman Italy,42.0,12.5,1873263.0,Italy,0106-09-01 BC,-106.0,,,,,Egypt,0048-09-28 BC,-48.0,roman-italy,,False,19.01157636163176,58.0,404454,2.535550566805616,87.680662,2,2,1
47118,Q44387,47118,Darius_the_Great,Darius the Great,POLITICIAN,0.0,M,,False,95,31.2778438418584,Caucasus,42.26111111,44.12111111,39282.0,Georgia,0550-01-01 BC,-550.0,,,,,,0486-01-01 BC,-486.0,caucasus,,False,17.133061110010505,64.0,536846,3.2814605992587755,87.661483,1,4,3
26940,Q8877,26940,Steven_Spielberg,Steven Spielberg,FILM DIRECTOR,0.0,M,,True,143,31.27385649386036,Cincinnati,39.1,-84.5125,18522615.0,United States,1946-12-18,1946.0,,,,,,,,cincinnati,,False,14.27219109381488,79.0,1696466,3.8167790748720543,87.650308,1,2,1
154099,Q10665,154099,Kim_Jong-il,Kim Jong-il,POLITICIAN,0.0,M,,False,117,31.25331667151745,"Vyatskoye, Khabarovsk Krai",48.73333333,135.71666667,3544236.0,Russia,1941-02-16,1941.0,Pyongyang,39.01666667,125.7475,47948.0,North Korea,2011-12-17,2011.0,vyatskoye-khabarovsk-krai,pyongyang,False,18.893354136891585,70.0,922018,2.942119938758678,87.592741,1,4,3
9288,Q303,9288,Elvis_Presley,Elvis Presley,SINGER,0.0,M,elvispresley,False,184,31.244159763016764,"Tupelo, Mississippi",34.25972222,-88.72583333,122352.0,United States,1935-01-08,1935.0,"Memphis, Tennessee",35.1175,-89.97111111,48607.0,United States,1977-08-16,1977.0,tupelo-mississippi,memphis-tennessee,False,9.084643841909752,42.0,3432481,6.643262466019849,87.567078,1,2,1
700,Q38193,700,Arthur_Schopenhauer,Arthur Schopenhauer,PHILOSOPHER,0.0,M,,False,106,31.236603728338327,Gdańsk,54.3475,18.64527778,12099.0,Poland,1788-02-22,1788.0,Free City of Frankfurt,50.11027778,8.68222222,7501745.0,Germany,1860-09-21,1860.0,gdansk,free-city-of-frankfurt,False,15.359403192436424,72.0,910988,3.3884982622736617,87.545901,1,2,1
70716,Q32500,70716,"Charles_V,_Holy_Roman_Emperor","Charles V, Holy Roman Emperor",POLITICIAN,0.0,M,,False,100,31.22200425712809,Prinsenhof (Ghent),51.0592,3.71574,31725540.0,Belgium,1500-02-24,1500.0,Monastery of Yuste,40.11416667,-5.73888889,315603.0,Spain,1558-09-21,1558.0,prinsenhof-ghent,monastery-of-yuste,False,10.57511926477824,58.0,1433890,3.912348572468468,87.504983,3,9,8
841,Q36724,841,Attila,Attila,POLITICIAN,0.0,M,,False,105,31.200106128116303,Caucasus,42.26111111,44.12111111,39282.0,Georgia,0406-09-02,406.0,Pannonia,44.9,19.02,47277.0,Serbia,,453.0,caucasus,pannonia,False,12.645272148734652,47.0,957450,4.209324982515436,87.44361,1,2,1
48449,Q131706,48449,Maria_Theresa,Maria Theresa,POLITICIAN,0.0,F,,False,91,31.19965998062932,Vienna,48.20833333,16.3725,55866.0,Austria,1717-05-13,1717.0,Vienna,48.20833333,16.3725,55866.0,Austria,1780-11-29,1780.0,vienna,vienna,False,14.3760405715293,63.0,1041758,3.1361579712008214,87.442359,1,4,3
45109,Q47365,45109,Marie_Antoinette,Marie Antoinette,NOBLEMAN,0.0,F,,False,101,31.196149661344137,Hofburg,48.20638889,16.36527778,1651794.0,Austria,1755-11-02,1755.0,Place de la Concorde,48.8656331,2.3212357,80899.0,France,1793-10-16,1793.0,hofburg,place-de-la-concorde,False,10.047076758205195,38.0,2781379,4.59753376388285,87.432521,15,16,15
22492,Q83100,22492,Osman_I,Osman I,POLITICIAN,0.0,M,,False,97,31.18930648986364,Söğüt,40.01861111,30.18138889,216594.0,Türkiye,,1254.0,Bursa,40.18333333,29.05,3450.0,Türkiye,1327-08-09,1327.0,sogut,bursa,False,11.244289169391756,73.0,1194853,3.583220845481512,87.413342,2,2,1
20155,Q1430,20155,Marcus_Aurelius,Marcus Aurelius,POLITICIAN,0.0,M,,False,112,31.18707973134945,Rome,41.89333333,12.48277778,25458.0,Italy,0121-04-26,121.0,Vindobona,48.21083333,16.37027778,4218161.0,Austria,0180-03-17,180.0,rome,vindobona,False,9.034361978992116,59.0,1993592,5.156867689190829,87.407101,1,2,1
23860776,Q44197,23860776,Maximilien_Robespierre,Maximilien Robespierre,POLITICIAN,0.0,M,,False,97,31.172243320318707,Arras,50.292,2.78,105054.0,France,1758-05-06,1758.0,Place de la Concorde,48.8656331,2.3212357,80899.0,France,1794-07-28,1794.0,arras,place-de-la-concorde,False,15.775503863157518,36.0,801082,3.0592258459484136,87.36552,1,3,2
